,answer,groups,imageId,question,entailed,equivalent,local_question_group,local_question_group_clean,global_question_group
041005339,road,"{'global': 'road', 'local': '02q-place'}",2415038,What place was the picture taken at?,['041005340'],['041005339'],02q-place,place,road
06293011,stage,"{'global': 'place', 'local': '02q-place'}",1592089,Which place is it?,['06293010'],['06293011'],02q-place,place,place
00880176,zoo,"{'global': 'place', 'local': '02q-place'}",2392368,Which place is it?,"['00880178', '00880179', '00880177', '00880175']",['00880176'],02q-place,place,place
15466594,airport,"{'global': 'place', 'local': '02q-place'}",2397427,Which place is it?,"['15466595', '15466596', '15466597', '15466593']",['15466594'],02q-place,place,place
07130370,field,"{'global': 'place', 'local': '02q-place'}",2323713,Which place is it?,"['07130369', '07130368', '07130374', '07130367', '07130371', '07130372', '07130373', '07130375']",['07130370'],02q-place,place,place
02304705,beach,"{'global': 'place', 'local': '02q-place'}",2320540,Which place is it?,"['02304704', '02304706', '02304707', '02304708']",['02304705'],02q-place,place,place
02503112,beach,"{'global': 'place', 'local': '02q-place'}",2354352,Which place is it?,"['02503116', '02503117', '02503114', '02503115', '02503113', '02503111', '02503118']",['02503112'],02q-place,place,place
0315055,beach,"{'global': 'place', 'local': '02q-place'}",2402088,Which place is it?,"['0315058', '0315059', '0315054', '0315056', '0315057']",['0315055'],02q-place,place,place
10449555,beach,"{'global': 'place', 'local': '02q-place'}",2324626,Which place is it?,"['10449558', '10449557', '10449556', '10449554']",['10449555'],02q-place,place,place
14957670,park,"{'global': 'place', 'local': '02q-place'}",2386699,Which place is it?,"['14957669', '14957672', '14957673', '14957671', '14957674', '14957675']",['14957670'],02q-place,place,place
01132145,street,"{'global': 'place', 'local': '02q-place'}",1969,What place could this be?,"['01132144', '01132147', '01132146']","['01132145', '01132144', '01132146']",02q-place,place,place
15872989,ocean,"{'global': 'place', 'local': '02q-place'}",2389420,Which place is it?,['15872988'],['15872989'],02q-place,place,place
17300128,skate park,"{'global': 'place', 'local': '02q-place'}",2348393,What place was the picture taken at?,"['17300129', '17300127']","['17300127', '17300128']",02q-place,place,place
17300129,skate park,"{'global': 'place', 'local': '02q-place'}",2348393,Which place is it?,"['17300128', '17300127']",['17300129'],02q-place,place,place
01922798,street,"{'global': 'place', 'local': '02q-place'}",2335979,Which place is it?,['01922797'],['01922798'],02q-place,place,place
01922797,street,"{'global': 'place', 'local': '02q-place'}",2335979,Where do you think was the picture taken?,['01922798'],['01922797'],02q-place,place,place
17111577,sidewalk,"{'global': 'road', 'local': '02q-place'}",2390240,Which place is it?,"['17111576', '17111575']",['17111577'],02q-place,place,road
041033075,garden,"{'global': 'place', 'local': '02q-place'}",2351227,Which place is it?,"['041033073', '041033074', '041033077', '041033076', '041033078']",['041033075'],02q-place,place,place
17408249,park,"{'global': 'place', 'local': '02q-place'}",2330130,Which place is this picture at?,"['17408253', '17408252', '17408251', '17408250', '17408254']",['17408249'],02q-place,place,place
08570614,field,"{'global': 'place', 'local': '02q-place'}",107926,Which place is it?,"['08570617', '08570616', '08570615', '08570613']",['08570614'],02q-place,place,place
091052680,city,"{'global': 'place', 'local': '02q-place'}",2405844,Which place is it?,"['091052683', '091052682', '091052681', '091052686', '091052685', '091052684', '091052679']",['091052680'],02q-place,place,place
09458008,zoo,"{'global': 'place', 'local': '02q-place'}",2411417,Which place is it?,"['09458007', '09458006', '09458009', '09458010', '09458011', '09458012']",['09458008'],02q-place,place,place
15377676,path,"{'global': 'road', 'local': '02q-place'}",2316855,Which place is it?,['15377675'],['15377676'],02q-place,place,road
07368664,road,"{'global': 'road', 'local': '02q-place'}",2318735,Which place is it?,['07368663'],['07368664'],02q-place,place,road
16892934,street,"{'global': 'place', 'local': '02q-place'}",1160157,Which place is it?,"['16892931', '16892933', '16892932']",['16892934'],02q-place,place,place
06279501,parking lot,"{'global': 'place', 'local': '02q-place'}",2319866,Which place is it?,"['06279504', '06279500', '06279503', '06279502']",['06279501'],02q-place,place,place
16892931,street,"{'global': 'place', 'local': '02q-place'}",1160157,What place was the photo taken at?,"['16892933', '16892932', '16892934']","['16892931', '16892933', '16892932']",02q-place,place,place
09822556,highway,"{'global': 'road', 'local': '02q-place'}",3291,Which place is it?,"['09822554', '09822555']",['09822556'],02q-place,place,road
09822554,highway,"{'global': 'road', 'local': '02q-place'}",3291,What place is this?,"['09822555', '09822556']","['09822554', '09822555']",02q-place,place,road
02297697,beach,"{'global': 'place', 'local': '02q-place'}",2408691,Which place is it?,"['02297696', '02297699', '02297698', '02297700']",['02297697'],02q-place,place,place
12888030,shore,"{'global': 'place', 'local': '02q-place'}",2343838,Where was the image taken?,['12888031'],['12888030'],02q-place,place,place
12888031,shore,"{'global': 'place', 'local': '02q-place'}",2343838,Which place is it?,['12888030'],['12888031'],02q-place,place,place
021004139,station,"{'global': 'place', 'local': '02q-place'}",2337899,What kind of place do you think it is?,['021004140'],['021004139'],02q-place,place,place
01707600,field,"{'global': 'place', 'local': '02q-place'}",2360588,Which place is it?,"['01707599', '01707601', '01707602', '01707603', '01707604']",['01707600'],02q-place,place,place
07196316,yard,"{'global': 'place', 'local': '02q-place'}",4742,Which place is it?,['07196315'],['07196316'],02q-place,place,place
07196315,yard,"{'global': 'place', 'local': '02q-place'}",4742,What place is this photo at?,['07196316'],['07196315'],02q-place,place,place
09682442,airport,"{'global': 'place', 'local': '02q-place'}",2353762,Which place is it?,"['09682443', '09682441', '09682444', '09682445']",['09682442'],02q-place,place,place
1112544,road,"{'global': 'road', 'local': '02q-place'}",2312,Which place is shown?,['1112545'],['1112544'],02q-place,place,road
19869214,forest,"{'global': 'place', 'local': '02q-place'}",2327117,Which place is it?,"['19869216', '19869217', '19869215', '19869213', '19869218']",['19869214'],02q-place,place,place
12311981,walkway,"{'global': 'road', 'local': '02q-place'}",2402004,Which place is it?,['12311980'],['12311981'],02q-place,place,road
11427135,forest,"{'global': 'place', 'local': '02q-place'}",2395018,Which place is it?,"['11427134', '11427137', '11427136', '11427138']",['11427135'],02q-place,place,place
15951798,train station,"{'global': 'place', 'local': '02q-place'}",2399175,Which place is it?,"['15951797', '15951800', '15951801', '15951799']",['15951798'],02q-place,place,place
041047385,ocean,"{'global': 'place', 'local': '02q-place'}",2343924,What place is shown?,['041047386'],['041047385'],02q-place,place,place
16607880,zoo,"{'global': 'place', 'local': '02q-place'}",2368443,Which place is it?,"['16607877', '16607878', '16607881', '16607879', '16607883', '16607884', '16607882']",['16607880'],02q-place,place,place
06282706,marina,"{'global': 'place', 'local': '02q-place'}",2413848,Which place is it?,"['06282709', '06282708', '06282705', '06282707']",['06282706'],02q-place,place,place
14387005,restaurant,"{'global': 'place', 'local': '02q-place'}",2342610,Which place is it?,"['14387008', '14387006', '14387007', '14387004']",['14387005'],02q-place,place,place
06504797,street,"{'global': 'place', 'local': '02q-place'}",2403445,Which place is it?,['06504796'],['06504797'],02q-place,place,place
14650571,beach,"{'global': 'place', 'local': '02q-place'}",2340820,Which place is it?,"['14650579', '14650578', '14650568', '14650569', '14650575', '14650574', '14650577', '14650576', '14650570', '14650573', '14650572']",['14650571'],02q-place,place,place
16365020,store,"{'global': 'place', 'local': '02q-place'}",2411500,Which place is it?,"['16365019', '16365018', '16365021', '16365022', '16365023']",['16365020'],02q-place,place,place
14358352,sidewalk,"{'global': 'road', 'local': '02q-place'}",2364141,Which place is it?,['14358351'],['14358352'],02q-place,place,road
15478560,skate park,"{'global': 'place', 'local': '02q-place'}",1591865,What place could this be?,['15478561'],['15478560'],02q-place,place,place
15478561,skate park,"{'global': 'place', 'local': '02q-place'}",1591865,Which place is it?,['15478560'],['15478561'],02q-place,place,place
19215250,beach,"{'global': 'place', 'local': '02q-place'}",2415453,Which place is it?,"['19215249', '19215254', '19215253', '19215252', '19215251']",['19215250'],02q-place,place,place
1642689,river,"{'global': 'place', 'local': '02q-place'}",2400246,Which place is it?,"['1642692', '1642693', '1642690', '1642691', '1642688']",['1642689'],02q-place,place,place
061028901,ocean,"{'global': 'place', 'local': '02q-place'}",2416543,What place is this?,['061028902'],['061028901'],02q-place,place,place
0181041,field,"{'global': 'place', 'local': '02q-place'}",2375375,Which place is it?,"['0181042', '0181043', '0181039', '0181040', '0181044']",['0181041'],02q-place,place,place
08853740,field,"{'global': 'place', 'local': '02q-place'}",2408352,Which place is it?,"['08853741', '08853739', '08853743', '08853742', '08853744']",['08853740'],02q-place,place,place
19529710,park,"{'global': 'place', 'local': '02q-place'}",2411498,Which place is it?,"['19529714', '19529715', '19529716', '19529711', '19529712', '19529713', '19529709']",['19529710'],02q-place,place,place
18368696,marina,"{'global': 'place', 'local': '02q-place'}",1159577,Which place is it?,"['18368698', '18368699', '18368695', '18368697']",['18368696'],02q-place,place,place
11921331,ocean,"{'global': 'place', 'local': '02q-place'}",2319989,Where was the image taken?,['11921332'],['11921331'],02q-place,place,place
15838599,patio,"{'global': 'place', 'local': '02q-place'}",2417990,Which place is the picture in?,"['15838601', '15838600']","['15838599', '15838600']",02q-place,place,place
02206179,walkway,"{'global': 'road', 'local': '02q-place'}",2729,What place was the picture taken at?,['02206180'],['02206179'],02q-place,place,road
18689601,station,"{'global': 'place', 'local': '02q-place'}",2331318,Which place is it?,['18689600'],['18689601'],02q-place,place,place
07942372,park,"{'global': 'place', 'local': '02q-place'}",2414284,Which place is it?,"['07942371', '07942373', '07942375', '07942374']",['07942372'],02q-place,place,place
02388877,porch,"{'global': 'place', 'local': '02q-place'}",2316441,What place is this photo at?,['02388878'],['02388877'],02q-place,place,place
02388878,porch,"{'global': 'place', 'local': '02q-place'}",2316441,Which place is it?,['02388877'],['02388878'],02q-place,place,place
14203454,road,"{'global': 'road', 'local': '02q-place'}",2393095,What is the picture showing?,['14203455'],['14203454'],02q-place,place,road
14464837,field,"{'global': 'place', 'local': '02q-place'}",2416039,Which place is it?,"['14464839', '14464836', '14464840', '14464838']",['14464837'],02q-place,place,place
18750005,street,"{'global': 'place', 'local': '02q-place'}",2349466,Where was the photo taken?,['18750006'],['18750005'],02q-place,place,place
09945455,street,"{'global': 'place', 'local': '02q-place'}",1159409,What is the picture showing?,['09945456'],['09945455'],02q-place,place,place
06824062,lake,"{'global': 'place', 'local': '02q-place'}",2382584,What place was the photo taken at?,"['06824063', '06824064']","['06824062', '06824063']",02q-place,place,place
06824064,lake,"{'global': 'place', 'local': '02q-place'}",2382584,Which place is it?,"['06824062', '06824063']",['06824064'],02q-place,place,place
04198731,street,"{'global': 'place', 'local': '02q-place'}",423,What place is it?,['04198732'],['04198731'],02q-place,place,place
04198732,street,"{'global': 'place', 'local': '02q-place'}",423,Which place is it?,['04198731'],['04198732'],02q-place,place,place
17909611,path,"{'global': 'road', 'local': '02q-place'}",2347137,Which place is it?,['17909610'],['17909611'],02q-place,place,road
0333729,pasture,"{'global': 'place', 'local': '02q-place'}",2343260,Where was the image taken?,['0333730'],['0333729'],02q-place,place,place
16825340,sea,"{'global': 'place', 'local': '02q-place'}",2396727,Which place is it?,"['16825339', '16825338', '16825337']",['16825340'],02q-place,place,place
14865158,road,"{'global': 'road', 'local': '02q-place'}",2411644,Which place is it?,"['14865157', '14865156']",['14865158'],02q-place,place,road
12755600,pen,"{'global': '', 'local': '02q-place'}",2396338,Which place is pictured?,['12755601'],['12755600'],02q-place,place,
0315673,beach,"{'global': 'place', 'local': '02q-place'}",286093,Which place is it?,"['0315674', '0315675', '0315676', '0315677', '0315672', '0315678']",['0315673'],02q-place,place,place
11340926,field,"{'global': 'place', 'local': '02q-place'}",2319879,Which place is it?,"['11340925', '11340927', '11340928', '11340929']",['11340926'],02q-place,place,place
07795605,farm,"{'global': 'place', 'local': '02q-place'}",2345354,Which place is it?,"['07795609', '07795608', '07795607', '07795606', '07795604']",['07795605'],02q-place,place,place
